,experience_level,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
1436,SE,data scientist,158677,USD,158677,US,remote,US,M
1437,SE,data analyst,175000,USD,175000,US,onsite,US,M
1438,SE,data analyst,145000,USD,145000,US,onsite,US,M
1439,SE,data engineer,240000,USD,240000,US,onsite,US,M
1440,SE,data engineer,170000,USD,170000,US,onsite,US,M
1441,MI,data analyst,103200,USD,103200,US,onsite,US,M
1442,MI,data analyst,61200,USD,61200,US,onsite,US,M
1443,MI,data scientist,155000,USD,155000,US,remote,US,L
1444,EN,marketing data engineer,90000,SGD,66970,SG,hybrid,SG,L
1445,SE,data scientist,59000,EUR,63312,CY,hybrid,EE,L
1446,SE,data scientist,237000,USD,237000,US,remote,US,M
1447,SE,data scientist,145000,USD,145000,US,remote,US,M
1448,SE,data scientist,240000,USD,240000,US,remote,US,M
1449,SE,data scientist,139000,USD,139000,US,remote,US,M
1452,SE,data analyst,130000,USD,130000,US,remote,US,M
1453,SE,data analyst,87000,USD,87000,US,remote,US,M
1454,SE,data analyst,160000,USD,160000,US,remote,US,M
1455,SE,data analyst,108000,USD,108000,US,remote,US,M
1456,SE,data engineer,165000,USD,165000,US,remote,US,M
1457,SE,data engineer,107250,USD,107250,US,remote,US,M
1458,SE,data engineer,300000,USD,300000,US,onsite,US,M
1459,SE,data engineer,119000,USD,119000,US,onsite,US,M
1460,SE,data scientist,285800,USD,285800,US,remote,US,M
1461,SE,data scientist,154600,USD,154600,US,remote,US,M
1463,EN,data analyst,30000,USD,30000,AR,remote,US,S
1468,MI,data analyst,206000,USD,206000,US,onsite,US,M
1469,MI,data analyst,160000,USD,160000,US,onsite,US,M
1474,SE,data engineer,153000,USD,153000,CA,remote,CA,M
1475,SE,data engineer,94000,USD,94000,CA,remote,CA,M
1476,SE,data engineer,240500,USD,240500,US,onsite,US,L
1477,SE,data engineer,123700,USD,123700,US,onsite,US,L
1478,SE,data engineer,160000,USD,160000,US,remote,US,M
1479,SE,data engineer,90000,USD,90000,US,remote,US,M
1480,EN,data scientist,124234,USD,124234,US,onsite,US,M
1481,EN,data scientist,74540,USD,74540,US,onsite,US,M
1482,MI,data analyst,109000,USD,109000,US,onsite,US,M
1483,MI,data analyst,79000,USD,79000,US,onsite,US,M
1486,SE,data scientist,275300,USD,275300,US,remote,US,M
1487,SE,data scientist,183500,USD,183500,US,remote,US,M
1488,SE,data scientist,275300,USD,275300,US,remote,US,M
1489,SE,data scientist,183500,USD,183500,US,remote,US,M
1490,SE,data analyst,160000,USD,160000,US,remote,US,M
1491,SE,data analyst,125600,USD,125600,US,remote,US,M
1492,SE,data engineer,170000,USD,170000,US,onsite,US,M
1493,SE,data engineer,120000,USD,120000,US,onsite,US,M
1494,SE,data engineer,225000,USD,225000,US,onsite,US,M
1495,SE,data engineer,140000,USD,140000,US,onsite,US,M
1496,SE,data analyst,141290,USD,141290,US,onsite,US,M
1497,SE,data analyst,74178,USD,74178,US,onsite,US,M
1498,SE,data scientist,150000,USD,150000,US,onsite,US,M
1499,SE,data scientist,120000,USD,120000,US,onsite,US,M
1500,SE,data engineer,85000,USD,85000,US,remote,US,M
1501,SE,data engineer,75000,USD,75000,US,remote,US,M
1502,SE,data engineer,220000,USD,220000,US,onsite,US,M
1503,SE,data engineer,160000,USD,160000,US,onsite,US,M
1504,SE,data engineer,205600,USD,205600,US,remote,US,M
1505,SE,data engineer,107500,USD,107500,US,remote,US,M
1506,MI,data engineer,120000,USD,120000,US,onsite,US,M
1507,MI,data engineer,95000,USD,95000,US,onsite,US,M
1508,SE,data engineer,185900,USD,185900,US,onsite,US,M
1509,SE,data engineer,129300,USD,129300,US,onsite,US,M
1510,SE,data engineer,160000,USD,160000,US,remote,US,M
1511,SE,data engineer,130000,USD,130000,US,remote,US,M
1512,EN,data scientist,1060000,INR,12888,IN,hybrid,IN,S
1513,MI,data engineer,250000,USD,250000,US,onsite,US,M
1514,MI,data engineer,175000,USD,175000,US,onsite,US,M
1515,SE,data scientist,136000,USD,136000,US,remote,US,M
1516,SE,data scientist,104000,USD,104000,US,remote,US,M
1517,MI,data analyst,80000,USD,80000,US,onsite,US,M
1518,MI,data analyst,52500,USD,52500,US,onsite,US,M
1519,SE,data scientist,110000,USD,110000,US,remote,US,M
1520,SE,data scientist,84000,USD,84000,US,remote,US,M
1523,MI,data analyst,90000,USD,90000,US,onsite,US,M
1524,MI,data analyst,80000,USD,80000,US,onsite,US,M
1527,EN,business data analyst,48000,USD,48000,US,hybrid,US,L
1529,SE,data engineer,130000,USD,130000,US,onsite,US,M
1530,SE,data engineer,75000,USD,75000,US,onsite,US,M
1531,SE,data engineer,252000,USD,252000,US,onsite,US,M
1532,SE,data engineer,129000,USD,129000,US,onsite,US,M
1533,MI,data analyst,150000,USD,150000,US,onsite,US,M
1534,MI,data analyst,100000,USD,100000,US,onsite,US,M
1535,SE,data engineer,226700,USD,226700,US,onsite,US,M
1536,SE,data engineer,133300,USD,133300,US,onsite,US,M
1537,SE,data scientist,190000,USD,190000,US,onsite,US,M
1538,SE,data scientist,165000,USD,165000,US,onsite,US,M
1539,SE,data engineer,170000,USD,170000,US,remote,US,M
1540,SE,data engineer,150000,USD,150000,US,remote,US,M
1541,MI,data engineer,150000,USD,150000,US,onsite,US,M
1542,MI,data engineer,130000,USD,130000,US,onsite,US,M
1543,SE,data scientist,225000,USD,225000,US,onsite,US,M
1544,SE,data scientist,156400,USD,156400,US,onsite,US,M
1546,MI,applied data scientist,80000,USD,80000,KE,remote,KE,S
1547,EN,business data analyst,12000,EUR,12877,GR,hybrid,GR,L
1550,SE,data scientist,257000,USD,257000,US,onsite,US,M
1551,SE,data scientist,134000,USD,134000,US,onsite,US,M
1552,SE,data scientist,72000,EUR,77262,LV,onsite,LV,M
1553,SE,data scientist,36000,EUR,38631,LV,onsite,LV,M
1554,SE,data engineer,205600,USD,205600,US,onsite,US,L
1555,SE,data engineer,105700,USD,105700,US,onsite,US,L
1562,MI,data scientist,50000,EUR,53654,RO,hybrid,RO,L
1563,SE,data analyst,48000,EUR,51508,ES,onsite,ES,M
1564,SE,data analyst,38000,EUR,40777,ES,onsite,ES,M
1565,SE,data analyst,48000,EUR,51508,ES,onsite,ES,M
1566,SE,data analyst,38000,EUR,40777,ES,onsite,ES,M
1567,EN,data engineer,160000,USD,160000,US,onsite,US,M
1568,EN,data engineer,135000,USD,135000,US,onsite,US,M
1569,MI,data engineer,120000,USD,120000,US,remote,US,M
1570,MI,data engineer,95000,USD,95000,US,remote,US,M
1571,SE,data engineer,250000,USD,250000,US,remote,US,M
1572,SE,data engineer,63000,USD,63000,US,remote,US,M
1573,SE,data scientist,237000,USD,237000,US,remote,US,M
1574,SE,data scientist,145000,USD,145000,US,remote,US,M
1575,SE,data scientist,130000,USD,130000,US,remote,US,M
1576,SE,data scientist,90000,USD,90000,US,remote,US,M
1577,MI,data analyst,120000,USD,120000,US,remote,US,M
1578,MI,data analyst,100000,USD,100000,US,remote,US,M
1581,MI,data scientist,183310,USD,183310,US,onsite,US,M
1582,MI,data scientist,183310,USD,183310,US,onsite,US,M
1583,SE,data analyst,145000,USD,145000,US,remote,US,M
1584,SE,data analyst,102500,USD,102500,US,remote,US,M
1585,SE,data scientist,210000,USD,210000,US,onsite,US,M
1586,SE,data scientist,185000,USD,185000,US,onsite,US,M
1591,SE,data scientist,220000,USD,220000,US,onsite,US,M
1592,SE,data scientist,146000,USD,146000,US,onsite,US,M
1593,SE,data engineer,300000,USD,300000,US,onsite,US,M
1594,SE,data engineer,130000,USD,130000,US,onsite,US,M
1595,MI,data scientist,840000,THB,24740,TH,hybrid,TH,L
1599,SE,data scientist,182000,USD,182000,US,onsite,US,M
1600,SE,data scientist,140000,USD,140000,US,onsite,US,M
1601,SE,data engineer,122000,USD,122000,US,onsite,US,M
1602,SE,data engineer,94000,USD,94000,US,onsite,US,M
1605,EX,data scientist,300000,USD,300000,US,onsite,US,M
1606,EX,data scientist,200000,USD,200000,US,onsite,US,M
1607,MI,data analyst,135000,USD,135000,US,onsite,US,M
1608,MI,data analyst,105500,USD,105500,US,onsite,US,M
1609,SE,data engineer,252000,USD,252000,US,onsite,US,M
1610,SE,data engineer,129000,USD,129000,US,onsite,US,M
1611,MI,data scientist,110000,USD,110000,US,remote,US,L
1612,SE,data scientist,136000,USD,136000,US,remote,US,M
1613,SE,data scientist,104000,USD,104000,US,remote,US,M
1614,SE,data scientist,168000,USD,168000,US,remote,US,M
1615,SE,data scientist,130000,USD,130000,US,remote,US,M
1616,MI,data analyst,65000,GBP,78990,GB,onsite,GB,M
1617,MI,data analyst,36050,GBP,43809,GB,onsite,GB,M
1618,MI,data engineer,120000,USD,120000,US,onsite,US,M
1619,MI,data engineer,95000,USD,95000,US,onsite,US,M
1620,SE,data scientist,153400,USD,153400,US,onsite,US,M
1621,SE,data scientist,122700,USD,122700,US,onsite,US,M
1622,SE,data scientist,185000,USD,185000,US,onsite,US,M
1623,SE,data scientist,160000,USD,160000,US,onsite,US,M
1624,SE,data scientist,205000,USD,205000,US,remote,US,M
1625,SE,data scientist,185000,USD,185000,US,remote,US,M
1630,EN,data scientist,50000,USD,50000,IN,remote,US,M
1633,SE,data scientist,223800,USD,223800,US,onsite,US,M
1634,SE,data scientist,172100,USD,172100,US,onsite,US,M
1635,SE,data scientist,180000,USD,180000,US,onsite,US,M
1636,SE,data scientist,150000,USD,150000,US,onsite,US,M
1637,SE,data engineer,232200,USD,232200,US,remote,US,M
1638,SE,data engineer,167200,USD,167200,US,remote,US,M
1645,SE,data engineer,170000,USD,170000,US,remote,US,M
1646,SE,data engineer,114000,USD,114000,US,remote,US,M
1647,SE,data engineer,291500,USD,291500,US,onsite,US,M
1648,SE,data engineer,180000,USD,180000,US,onsite,US,M
1649,EX,data engineer,196200,USD,196200,US,onsite,US,M
1650,EX,data engineer,150900,USD,150900,US,onsite,US,M
1651,SE,data scientist,168400,USD,168400,US,onsite,US,M
1652,SE,data scientist,105200,USD,105200,US,onsite,US,M
1653,MI,data engineer,95000,USD,95000,ES,remote,ES,M
1654,MI,data engineer,80000,USD,80000,ES,remote,ES,M
1655,MI,data analyst,116000,USD,116000,US,onsite,US,M
1656,MI,data analyst,72000,USD,72000,US,onsite,US,M
1661,MI,data engineer,105000,USD,105000,US,onsite,US,M
1662,MI,data engineer,70000,USD,70000,US,onsite,US,M
1665,SE,data engineer,133800,USD,133800,US,remote,US,M
1666,SE,data engineer,96100,USD,96100,US,remote,US,M
1667,MI,data analyst,120000,USD,120000,US,onsite,US,M
1668,MI,data analyst,80000,USD,80000,US,onsite,US,M
1677,SE,data scientist,297300,USD,297300,US,remote,US,M
1678,SE,data scientist,198200,USD,198200,US,remote,US,M
1679,SE,data engineer,202000,USD,202000,US,remote,US,M
1680,SE,data engineer,135000,USD,135000,US,remote,US,M
1681,SE,data scientist,110000,USD,110000,US,remote,US,M
1682,SE,data scientist,84000,USD,84000,US,remote,US,M
1688,MI,data analyst,150000,USD,150000,US,onsite,US,M
1689,MI,data analyst,100000,USD,100000,US,onsite,US,M
1690,SE,data engineer,160000,USD,160000,US,onsite,US,M
1691,SE,data engineer,110000,USD,110000,US,onsite,US,M
1692,SE,data scientist,185900,USD,185900,US,onsite,US,M
1693,SE,data scientist,129300,USD,129300,US,onsite,US,M
1696,SE,data engineer,170000,USD,170000,US,remote,US,M
1697,SE,data engineer,150000,USD,150000,US,remote,US,M
1700,SE,data analyst,240500,USD,240500,US,onsite,US,M
1701,SE,data analyst,137500,USD,137500,US,onsite,US,M
1702,MI,data scientist,187500,USD,187500,US,onsite,US,M
1703,MI,data scientist,165000,USD,165000,US,onsite,US,M
1712,SE,data scientist,135000,USD,135000,US,remote,US,M
1713,SE,data scientist,115000,USD,115000,US,remote,US,M
1716,SE,data scientist,170000,USD,170000,US,remote,US,M
1717,SE,data scientist,140000,USD,140000,US,remote,US,M
1718,SE,data engineer,175308,USD,175308,US,onsite,US,M
1719,SE,data engineer,100706,USD,100706,US,onsite,US,M
1722,SE,data engineer,310000,USD,310000,US,onsite,US,M
1723,SE,data engineer,229000,USD,229000,US,onsite,US,M
1726,SE,data engineer,65000,EUR,69751,PT,onsite,PT,M
1727,SE,data engineer,35000,EUR,37558,PT,onsite,PT,M
1730,SE,data engineer,226700,USD,226700,US,onsite,US,M
1731,SE,data engineer,133300,USD,133300,US,onsite,US,M
1732,SE,data analyst,125000,USD,125000,US,onsite,US,M
1733,SE,data analyst,85000,USD,85000,US,onsite,US,M
1734,SE,data analyst,130000,USD,130000,US,remote,US,M
1735,SE,data analyst,80000,USD,80000,US,remote,US,M
1736,MI,data engineer,120000,USD,120000,US,onsite,US,M
1737,MI,data engineer,100000,USD,100000,US,onsite,US,M
1738,SE,data scientist,4000000,INR,54094,IN,remote,IN,L
1739,MI,business data analyst,1440000,INR,18314,IN,hybrid,IN,L
1740,SE,data engineer,231250,USD,231250,US,remote,US,M
1741,SE,data engineer,138750,USD,138750,US,remote,US,M
1742,SE,data engineer,199000,USD,199000,US,onsite,US,M
1743,SE,data engineer,162000,USD,162000,US,onsite,US,M
1744,EN,data engineer,160000,USD,160000,US,onsite,US,M
1745,EN,data engineer,135000,USD,135000,US,onsite,US,M
1746,EN,data scientist,100000,USD,100000,US,remote,US,M
1758,SE,data scientist,272550,USD,272550,US,onsite,US,M
1759,SE,data scientist,198200,USD,198200,US,onsite,US,M
1760,SE,data scientist,182000,USD,182000,US,onsite,US,M
1761,SE,data scientist,140000,USD,140000,US,onsite,US,M
1762,SE,data engineer,200000,USD,200000,US,onsite,US,M
1763,SE,data engineer,160000,USD,160000,US,onsite,US,M
1766,MI,data scientist,120000,USD,120000,US,onsite,US,M
1767,MI,data scientist,105000,USD,105000,US,onsite,US,M
1768,SE,data engineer,187500,USD,187500,US,remote,US,M
1769,SE,data engineer,175000,USD,175000,US,remote,US,M
1772,SE,data analyst,155000,USD,155000,US,remote,US,M
1773,SE,data analyst,64000,USD,64000,US,remote,US,M
1778,SE,data scientist,143100,USD,143100,CA,onsite,CA,M
1779,SE,data scientist,113000,USD,113000,CA,onsite,CA,M
1782,SE,data scientist,140000,USD,140000,US,onsite,US,M
1783,SE,data scientist,120000,USD,120000,US,onsite,US,M
1786,SE,data scientist,180560,USD,180560,US,onsite,US,M
1787,SE,data scientist,115440,USD,115440,US,onsite,US,M
1788,SE,data scientist,140000,USD,140000,US,onsite,US,M
1789,SE,data scientist,120000,USD,120000,US,onsite,US,M
1792,SE,data scientist,120000,USD,120000,CA,onsite,CA,M
1793,SE,data scientist,110000,USD,110000,CA,onsite,CA,M
1794,SE,data engineer,291500,USD,291500,US,onsite,US,M
1795,SE,data engineer,180000,USD,180000,US,onsite,US,M
1798,SE,data engineer,161800,USD,161800,US,onsite,US,M
1799,SE,data engineer,141600,USD,141600,US,onsite,US,M
1802,SE,data engineer,166000,USD,166000,US,remote,US,M
1803,SE,data engineer,128000,USD,128000,US,remote,US,M
1806,SE,data engineer,160000,USD,160000,US,remote,US,M
1807,SE,data engineer,75000,USD,75000,US,remote,US,M
1808,SE,data engineer,236000,USD,236000,US,remote,US,M
1809,SE,data engineer,182000,USD,182000,US,remote,US,M
1810,MI,data analyst,1125000,INR,14307,IN,remote,IN,L
1811,EN,data scientist,130000,USD,130000,US,onsite,US,M
1812,MI,data analyst,150000,USD,150000,US,onsite,US,M
1813,MI,data analyst,100000,USD,100000,US,onsite,US,M
1816,MI,data scientist,1100000,INR,13989,IN,remote,IN,L
1817,MI,data scientist,130000,USD,130000,US,onsite,US,M
1818,MI,data scientist,90000,USD,90000,US,onsite,US,M
1819,EN,data engineer,160000,USD,160000,US,onsite,US,M
1820,EN,data engineer,135000,USD,135000,US,onsite,US,M
1822,SE,data engineer,175000,USD,175000,US,onsite,US,M
1823,SE,data engineer,155000,USD,155000,US,onsite,US,M
1824,SE,data engineer,153600,USD,153600,US,onsite,US,M
1825,SE,data engineer,106800,USD,106800,US,onsite,US,M
1826,SE,data scientist,150000,USD,150000,US,onsite,US,M
1827,SE,data scientist,140000,USD,140000,US,onsite,US,M
1830,SE,data engineer,170000,USD,170000,US,onsite,US,M
1831,SE,data engineer,130000,USD,130000,US,onsite,US,M
1834,SE,data engineer,145000,USD,145000,US,onsite,US,M
1835,SE,data engineer,100000,USD,100000,US,onsite,US,M
1836,SE,data engineer,175000,USD,175000,US,onsite,US,M
1837,SE,data engineer,120000,USD,120000,US,onsite,US,M
1838,SE,data engineer,145000,USD,145000,US,onsite,US,M
1839,SE,data engineer,115000,USD,115000,US,onsite,US,M
1841,MI,data analyst,150000,USD,150000,US,onsite,US,M
1842,MI,data analyst,100000,USD,100000,US,onsite,US,M
1843,MI,data scientist,150000,USD,150000,US,remote,US,M
1844,MI,data scientist,127500,USD,127500,US,remote,US,M
1845,SE,data scientist,126500,USD,126500,US,remote,US,M
1846,SE,data scientist,51000,USD,51000,US,remote,US,M
1847,MI,data engineer,260000,USD,260000,US,onsite,US,M
1848,MI,data engineer,175000,USD,175000,US,onsite,US,M
1849,EN,applied data scientist,40000,USD,40000,AU,remote,PK,M
1851,SE,data engineer,250000,USD,250000,US,remote,US,M
1852,SE,data engineer,63000,USD,63000,US,remote,US,M
1855,SE,data scientist,272550,USD,272550,US,remote,US,M
1856,SE,data scientist,198200,USD,198200,US,remote,US,M
1857,MI,data scientist,90000,EUR,94560,FR,remote,FR,M
1858,MI,data scientist,50000,EUR,52533,FR,remote,FR,M
1859,SE,data scientist,220000,USD,220000,US,onsite,US,M
1860,SE,data scientist,146000,USD,146000,US,onsite,US,M
1861,MI,data analyst,150000,USD,150000,US,onsite,US,M
1862,MI,data analyst,100000,USD,100000,US,onsite,US,M
1865,MI,data engineer,150000,USD,150000,US,remote,US,M
1866,MI,data engineer,150000,USD,150000,US,remote,US,M
1868,SE,lead data scientist,4460000,INR,56723,IN,onsite,IN,L
1869,MI,data engineer,120000,USD,120000,US,onsite,US,M
1870,MI,data engineer,95000,USD,95000,US,onsite,US,M
1871,EN,data engineer,160000,USD,160000,US,onsite,US,M
1872,EN,data engineer,135000,USD,135000,US,onsite,US,M
1874,SE,data engineer,216000,USD,216000,US,remote,US,M
1875,SE,data engineer,144000,USD,144000,US,remote,US,M
1876,EN,data engineer,85000,USD,85000,US,onsite,US,M
1877,EN,data engineer,65000,USD,65000,US,onsite,US,M
1878,SE,data analyst,149000,USD,149000,US,remote,US,M
1879,SE,data analyst,119000,USD,119000,US,remote,US,M
1880,SE,data scientist,140000,USD,140000,US,onsite,US,M
1881,SE,data scientist,120000,USD,120000,US,onsite,US,M
1882,MI,data scientist,150000,USD,150000,US,onsite,US,M
1883,MI,data scientist,110000,USD,110000,US,onsite,US,M
1886,SE,data scientist,190000,USD,190000,US,onsite,US,M
1887,SE,data scientist,155000,USD,155000,US,onsite,US,M
1892,EN,product data analyst,100000,USD,100000,US,remote,US,M
1893,MI,data engineer,130000,USD,130000,US,onsite,US,M
1894,MI,data engineer,115000,USD,115000,US,onsite,US,M
1895,MI,data scientist,75000,GBP,92350,GB,onsite,GB,M
1896,MI,data scientist,55000,GBP,67723,GB,onsite,GB,M
1897,MI,data engineer,105000,USD,105000,US,onsite,US,M
1898,MI,data engineer,70000,USD,70000,US,onsite,US,M
1903,SE,data engineer,185900,USD,185900,US,onsite,US,M
1904,SE,data engineer,129300,USD,129300,US,onsite,US,M
1905,SE,data engineer,130000,USD,130000,US,onsite,US,M
1906,SE,data engineer,75000,USD,75000,US,onsite,US,M
1909,SE,data engineer,167500,USD,167500,US,onsite,US,M
1910,SE,data engineer,106500,USD,106500,US,onsite,US,M
1911,MI,data analyst,75000,USD,75000,US,remote,US,M
1912,MI,data analyst,60000,USD,60000,US,remote,US,M
1915,MI,data scientist,145000,USD,145000,US,onsite,US,M
1916,MI,data scientist,100000,USD,100000,US,onsite,US,M
1918,MI,data scientist,2500000,INR,31795,IN,remote,US,M
1920,SE,data engineer,175000,USD,175000,US,onsite,US,M
1921,SE,data engineer,120000,USD,120000,US,onsite,US,M
1922,SE,data engineer,175000,USD,175000,US,onsite,US,M
1923,SE,data engineer,120000,USD,120000,US,onsite,US,M
1924,EX,data engineer,200000,USD,200000,US,onsite,US,M
1925,EX,data engineer,145000,USD,145000,US,onsite,US,M
1926,MI,data engineer,75000,GBP,92350,GB,remote,GB,M
1927,MI,data engineer,60000,GBP,73880,GB,remote,GB,M
1928,SE,data engineer,145000,USD,145000,US,onsite,US,M
1929,SE,data engineer,100000,USD,100000,US,onsite,US,M
1932,EX,data engineer,310000,USD,310000,US,remote,US,M
1933,EX,data engineer,239000,USD,239000,US,remote,US,M
1934,SE,data analyst,120000,USD,120000,US,onsite,US,M
1935,SE,data analyst,95000,USD,95000,US,onsite,US,M
1938,SE,data engineer,100000,USD,100000,US,onsite,US,M
1939,SE,data engineer,78000,USD,78000,US,onsite,US,M
1940,SE,data engineer,70000,EUR,73546,ES,onsite,ES,M
1941,SE,data engineer,35000,EUR,36773,ES,onsite,ES,M
1942,MI,data engineer,160000,USD,160000,US,remote,US,M
1943,MI,data engineer,120000,USD,120000,US,remote,US,M
1944,SE,data scientist,190000,USD,190000,US,onsite,US,M
1945,SE,data scientist,150000,USD,150000,US,onsite,US,M
1946,MI,data engineer,2800000,INR,35610,IN,hybrid,IN,L
1948,SE,data engineer,120000,USD,120000,US,onsite,US,M
1949,SE,data engineer,95000,USD,95000,US,onsite,US,M
1950,MI,data analyst,150000,USD,150000,US,onsite,US,M
1951,MI,data analyst,100000,USD,100000,US,onsite,US,M
1952,SE,data scientist,45000,EUR,47280,ES,onsite,ES,M
1953,SE,data scientist,36000,EUR,37824,ES,onsite,ES,M
1954,SE,data analyst,115934,USD,115934,US,remote,US,M
1955,SE,data analyst,81666,USD,81666,US,remote,US,M
1956,SE,data scientist,175000,USD,175000,US,remote,US,M
1957,SE,data scientist,140000,USD,140000,US,remote,US,M
1958,SE,data engineer,120000,USD,120000,US,onsite,US,M
1959,SE,data engineer,95000,USD,95000,US,onsite,US,M
1964,SE,data scientist,249500,USD,249500,US,onsite,US,M
1965,SE,data scientist,149850,USD,149850,US,onsite,US,M
1966,EN,data analyst,55000,USD,55000,US,onsite,US,M
1967,EN,data analyst,48000,USD,48000,US,onsite,US,M
1971,SE,data engineer,190000,USD,190000,US,remote,US,M
1972,SE,data engineer,120000,USD,120000,US,remote,US,M
1973,SE,data analyst,127000,USD,127000,US,remote,US,M
1974,SE,data analyst,104000,USD,104000,US,remote,US,M
1975,SE,data scientist,210000,USD,210000,US,remote,US,M
1976,SE,data scientist,150000,USD,150000,US,remote,US,M
1979,SE,data engineer,210000,USD,210000,US,remote,US,M
1980,SE,data engineer,130000,USD,130000,US,remote,US,M
1981,SE,data scientist,182750,USD,182750,US,remote,US,M
1982,SE,data scientist,161500,USD,161500,US,remote,US,M
1983,MI,data analyst,102640,USD,102640,US,remote,US,M
1984,MI,data analyst,66100,USD,66100,US,remote,US,M
1987,SE,data engineer,198800,USD,198800,US,onsite,US,M
1988,SE,data engineer,122600,USD,122600,US,onsite,US,M
1989,MI,data engineer,130000,USD,130000,US,remote,US,M
1990,MI,data engineer,80000,USD,80000,US,remote,US,M
1991,SE,data scientist,136000,USD,136000,US,remote,US,M
1992,SE,data scientist,104000,USD,104000,US,remote,US,M
1993,SE,data analyst,150000,USD,150000,US,remote,US,M
1994,SE,data analyst,100000,USD,100000,US,remote,US,M
1995,EN,data engineer,160000,USD,160000,US,onsite,US,M
1996,EN,data engineer,135000,USD,135000,US,onsite,US,M
1997,SE,data engineer,216000,USD,216000,US,remote,US,M
1998,SE,data engineer,144000,USD,144000,US,remote,US,M
1999,EX,data scientist,159000,USD,159000,US,remote,US,M
2000,EX,data scientist,130000,USD,130000,US,remote,US,M
2001,SE,data analyst,115934,USD,115934,US,remote,US,M
2002,SE,data analyst,81666,USD,81666,US,remote,US,M
2003,SE,data engineer,215000,USD,215000,US,remote,US,M
2004,SE,data engineer,150000,USD,150000,US,remote,US,M
2007,MI,data engineer,187000,USD,187000,US,remote,US,M
2008,MI,data engineer,153000,USD,153000,US,remote,US,M
2011,MI,data analyst,350000,GBP,430967,GB,onsite,GB,M
2012,MI,data analyst,45000,GBP,55410,GB,onsite,GB,M
2013,SE,data analyst,48000,EUR,50432,ES,onsite,ES,M
2014,SE,data analyst,38000,EUR,39925,ES,onsite,ES,M
2015,SE,data analyst,169000,USD,169000,US,onsite,US,M
2016,SE,data analyst,110600,USD,110600,US,onsite,US,M
2017,EN,bi data analyst,58000,EUR,60938,DE,onsite,DE,L
2020,MI,data analyst,75000,USD,75000,US,remote,US,M
2021,MI,data analyst,60000,USD,60000,US,remote,US,M
2023,EN,data analyst,50000,USD,50000,US,hybrid,US,L
2026,SE,data analyst,166700,USD,166700,US,onsite,US,M
2027,SE,data analyst,119000,USD,119000,US,onsite,US,M
2028,EN,data scientist,124234,USD,124234,US,onsite,US,M
2029,EN,data scientist,74540,USD,74540,US,onsite,US,M
2030,MI,data analyst,100000,USD,100000,US,remote,US,M
2031,MI,data analyst,65000,USD,65000,US,remote,US,M
2032,MI,data analyst,1250000,INR,16904,IN,hybrid,IN,L
2035,SE,data engineer,220000,USD,220000,US,remote,US,M
2036,SE,data engineer,146000,USD,146000,US,remote,US,M
2037,SE,data engineer,65000,EUR,68293,ES,onsite,ES,M
2038,SE,data engineer,35000,EUR,36773,ES,onsite,ES,M
2041,EN,data analyst,50000,USD,50000,US,hybrid,US,L
2042,SE,data engineer,120000,USD,120000,US,onsite,US,M
2043,SE,data engineer,95000,USD,95000,US,onsite,US,M
2044,MI,data analyst,150000,USD,150000,US,onsite,US,M
2045,MI,data analyst,100000,USD,100000,US,onsite,US,M
2046,SE,data scientist,45000,EUR,47280,ES,onsite,ES,M
2047,SE,data scientist,36000,EUR,37824,ES,onsite,ES,M
2050,SE,data scientist,128000,USD,128000,US,onsite,US,M
2051,SE,data scientist,81500,USD,81500,US,onsite,US,M
2052,SE,data scientist,173000,USD,173000,US,remote,US,M
2053,SE,data scientist,110000,USD,110000,US,remote,US,M
2056,SE,data analyst,115934,USD,115934,US,remote,US,M
2057,SE,data analyst,81666,USD,81666,US,remote,US,M
2058,SE,data analyst,120000,USD,120000,US,onsite,US,M
2059,SE,data analyst,95000,USD,95000,US,onsite,US,M
2061,SE,data engineer,194000,USD,194000,US,remote,US,M
2062,SE,data engineer,129400,USD,129400,US,remote,US,M
2063,SE,data analyst,201000,USD,201000,US,remote,US,M
2064,SE,data analyst,89200,USD,89200,US,remote,US,M
2065,SE,data scientist,165000,USD,165000,US,onsite,US,M
2066,SE,data scientist,125000,USD,125000,US,onsite,US,M
2075,SE,data engineer,153600,USD,153600,US,onsite,US,M
2076,SE,data engineer,106800,USD,106800,US,onsite,US,M
2079,SE,data engineer,216000,USD,216000,US,remote,US,M
2080,SE,data engineer,144000,USD,144000,US,remote,US,M
2081,MI,data scientist,180000,USD,180000,US,onsite,US,M
2082,MI,data scientist,120000,USD,120000,US,onsite,US,M
2083,EN,data engineer,160000,USD,160000,US,onsite,US,M
2084,EN,data engineer,135000,USD,135000,US,onsite,US,M
2085,SE,data analyst,192500,USD,192500,US,remote,US,M
2086,SE,data analyst,140000,USD,140000,US,remote,US,M
2087,SE,data engineer,152500,USD,152500,US,onsite,US,M
2088,SE,data engineer,130000,USD,130000,US,onsite,US,M
2089,SE,data analyst,65000,USD,65000,US,remote,US,M
2090,SE,data analyst,55000,USD,55000,US,remote,US,M
2091,SE,data engineer,178750,USD,178750,US,onsite,US,M
2092,SE,data engineer,160000,USD,160000,US,onsite,US,M
2093,MI,data scientist,60000,EUR,63040,FR,remote,FR,M
2094,MI,data scientist,50000,EUR,52533,FR,remote,FR,M
